"","docname","Segment","WC","WPS","Sixltr","Dic","Funct","TotPron","PronPer","Yo","Nosotro","TuUtd","ElElla","Ellos","PronImp","Articulo","Verbos","VerbAux","Pasado","Present","Futuro","Adverb","Prepos","Conjunc","Negacio","Cuantif","Numeros","Maldec","verbYO","verbTU","verbNOS","verbosEL","verbELLOS","Subjuntiv","VosUtds","formal","informal","verbVos","Social","Familia","Amigos","Humanos","Afect","EmoPos","EmoNeg","Ansiedad","Enfado","Triste","MecCog","Insight","Causa","Discrep","Tentat","Certeza","Inhib","Incl","Excl","Percept","Ver","Oir","Sentir","Biolog","Cuerpo","Salud","Sexual","Ingerir","Relativ","Movim","Espacio","Tiempo","Trabajo","Logro","Placer","Hogar","Dinero","Relig","Muerte","Asentir","NoFluen","Relleno","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP"
"1","text1",1,2194,56.2564102564103,"33.32","239.0","50.2735","27.2978","27.4809","0.0000","1.83276","0.7722","580.6452","3.25945","10.9142","17.6471","45.3704","6.6914","3.4646","22.8637","1.0724","4.8304","370.476","18.1568","2.2857","7.6512","8.8785","0.0000","4.3478","0.2857","0.9198","3.8605","1.5015","3.1710","0.0000","0.00000","0.0000","0.00000","21.3296","1.1804","1.28617","5.1360","18.4255","21.7125","14.5038","0.20367","1.66746","4.7120","157.917","5.4369","12.01923","1.45455","2.8067","13.2353","0.50569","13.4532","2.6810","17.3077","0.0000","1.3605","0.71174","4.14847","20.290","2.50000","0.25623","0.99071","22.020","11.8590","30.9091","29.121","22.7129","39.1534","2.79627","0.52770","5.5696","0.91575","4.72973","0.4132","0.00000","0","11.486","1.869","7.384","0.00000","0.13674","0.00000","0.00000","0.54695","1.45852","0.00000","0","9.435"
"2","text2",2,1088,27.2,"32.17","259.3","24.8405","12.6838","13.7405","0.0000","0.68729","0.0000","277.4194","4.30248","4.4776","8.7506","27.1605","2.9740","4.5669","10.6236","1.3405","2.3638","171.429","8.6657","1.3333","3.2028","7.4766","0.0000","0.9662","0.0000","0.7884","0.8717","1.6517","2.0385","0.1451","0.00000","0.0000","0.00000","12.7424","0.5059","0.32154","3.0211","11.7253","10.7034","10.1781","0.25458","1.00048","4.1885","86.250","5.8252","6.25000","0.65455","1.5593","9.7059","0.21070","7.1942","2.1448","22.1154","0.3984","3.4014","3.20285","2.62009","14.493","2.50000","0.09317","0.37152","14.075","6.7308","20.0000","22.527","8.8328","16.9312","1.46471","0.52770","1.5190","0.54945","3.04054","0.3099","0.00000","0","10.662","3.585","6.526","0.00000","0.00000","0.00000","0.09191","0.27574","0.00000","0.00000","0","10.386"
"3","text3",3,578,30.4210526315789,"33.74","248.3","13.2179","7.3529","9.1603","0.0000","0.57274","0.0000","190.3226","2.99870","1.8657","3.6947","11.7284","1.1152","1.5748","5.3118","0.0000","1.2333","100.952","4.5392","0.5714","1.9573","7.4766","0.0000","1.9324","0.0000","0.0000","0.6227","0.3003","0.9060","0.1451","0.00000","0.0000","0.00000","8.0332","0.6745","1.28617","3.0211","5.3601","3.6697","5.0891","0.05092","0.66698","1.5707","35.417","1.1650","2.88462","0.00000","0.7035","1.4706","0.00000","4.0288","1.4745","5.7692","0.1992","0.6803","0.71174","1.31004","8.696","0.75000","0.09317","0.18576","7.264","2.8846","9.0909","11.538","4.1009","7.4074","0.66578","0.00000","1.7722","0.73260","1.01351","0.0000","0.00000","0","11.246","3.287","7.785","0.00000","0.00000","0.00000","0.00000","0.17301","0.00000","0.00000","0","11.073"
"4","text4",4,655,54.5833333333333,"32.37","233.6","14.5397","7.3529","7.7863","0.0000","0.22910","0.0000","161.2903","1.43416","2.7052","5.2504","17.5926","2.6022","0.7874","11.5473","0.0000","1.6444","105.714","4.8143","1.1429","2.1352","2.3364","0.0000","0.9662","0.0000","0.1314","1.4944","1.2012","0.5663","0.0000","0.00000","0.0000","0.00000","6.3712","0.0000","0.00000","2.1148","5.3601","3.0581","4.8346","0.05092","0.61934","0.0000","36.250","0.9709","3.36538","0.21818","0.5025","1.7647","0.12642","3.3813","0.8043","11.5385","0.3984","2.7211","0.00000","1.41921","5.797","0.50000","0.00000","0.61920","7.946","3.2051","9.3506","13.187","11.6719","10.5820","0.26631","0.08795","0.5063","0.19048","0.00000","0.0000","0.00000","0","12.214","1.832","9.313","0.15267","0.15267","0.00000","0.15267","0.00000","0.61069","0.00000","0","12.214"
"5","text5",5,718,23.9333333333333,"32.73","261.7","15.9070","8.8235","7.7863","0.0000","1.94731","0.3861","158.0645","2.08605","4.1978","4.6670","21.2963","2.2305","1.4173","11.5473","0.5362","2.0555","113.333","5.5021","1.1765","3.9146","1.8692","0.0000","2.8986","0.0000","0.7884","1.6189","0.7508","1.0193","0.1451","0.00000","0.0000","0.00000","14.2659","0.0000","0.32154","4.2296","6.3652","8.2569","4.3257","0.10183","0.38113","1.5707","57.083","2.5243","2.88462","0.21818","0.7035","6.1765","0.08428","4.6763","1.2064","10.5769","0.0000","2.0408","0.35587","1.20087","0.000","0.75000","0.00000","0.49536","10.897","4.8077","14.8052","14.835","5.0473","14.2857","0.66578","0.17590","1.2658","0.19048","1.35135","0.4132","0.00000","0","11.142","3.621","5.850","0.00000","0.00000","0.00000","0.55710","0.55710","0.00000","0.00000","0","10.585"
"6","text6",6,85,14.1666666666667,"16.47","241.2","1.8232","1.2868","1.2214","0.0000","0.00000","0.0000","25.8065","0.65189","0.5597","0.4861","1.8519","0.0000","0.0000","1.3857","0.0000","0.0000","15.238","0.2751","0.0000","0.1779","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.00000","0.0000","0.00000","1.2465","0.3373","0.00000","0.6042","1.0050","0.0000","1.5267","0.05092","0.09528","0.9238","4.167","0.0000","0.48077","0.00000","0.0000","0.2941","0.04214","0.5755","0.0000","0.0000","0.0000","0.0000","0.00000","0.21834","1.449","0.25000","0.00000","0.00000","1.249","0.0000","2.3377","1.099","0.3155","0.0000","0.00000","0.00000","0.2532","0.00000","0.67568","0.0000","0.00000","0","11.765","5.882","4.706","0.00000","0.00000","0.00000","0.00000","1.17647","0.00000","0.00000","0","10.588"
"7","text7",7,873,51.3529411764706,"33.91","263.6","19.8268","11.3971","10.6870","0.0000","0.91638","0.3861","216.1290","2.86832","5.0373","6.4657","19.4444","3.3457","0.3150","12.9330","0.0000","0.7194","139.048","8.2531","0.7059","3.5587","0.4673","0.0000","0.4831","0.0000","0.3942","1.6189","0.6006","1.6988","0.2903","0.11001","0.0000","0.00000","13.7119","0.6745","1.92926","3.9275","11.0553","10.3976","7.3791","0.40733","1.09576","0.4619","78.750","2.3301","2.40385","0.43636","1.1055","8.5294","0.33713","7.3381","1.4745","12.5000","0.0000","0.6803","2.49110","2.29258","10.145","0.75000","0.30282","0.24768","9.762","3.5256","13.7662","12.088","4.7228","16.4021","1.06525","0.35180","1.5190","0.47619","2.02703","0.0000","0.00000","0","9.737","1.947","7.102","0.00000","0.68729","0.00000","0.00000","0.00000","0.00000","0.00000","0","9.737"
"8","text8",8,1409,28.18,"36.83","264.4","31.3127","14.7978","14.0458","0.0000","3.78007","0.3861","293.5484","2.73794","6.4366","9.3340","37.9630","8.5502","2.0472","5.8787","0.8043","4.5221","220.000","13.7552","2.3529","6.9395","9.8131","0.0000","0.9662","0.0000","1.7083","1.9925","1.3514","1.9253","0.0000","0.00000","0.0000","0.00000","19.1136","0.5059","1.28617","4.2296","15.2429","19.8777","7.1247","0.05092","0.90519","0.6928","132.917","7.1845","14.42308","1.09091","3.1156","9.7059","0.25284","10.7194","3.7534","28.8462","1.3944","0.6803","2.84698","3.05677","13.043","1.00000","0.09317","0.86687","18.161","9.2949","24.4156","24.176","12.3203","38.6243","1.33156","0.70361","2.7848","0.66667","1.35135","0.1033","0.00000","0","10.788","3.762","5.962","0.00000","0.00000","0.00000","0.42583","0.21292","0.00000","0.00000","0","10.575"
"9","text9",9,259,32.375,"32.82","250.6","5.5606","2.7574","3.2061","0.0000","0.34364","0.3861","64.5161","0.78227","0.8396","1.9932","7.0988","1.1152","0.9449","1.0632","0.0000","0.4111","41.905","2.0633","0.0000","1.0676","0.4673","0.0000","0.0000","0.0000","0.3942","0.2491","0.1502","0.4530","0.0000","0.11001","0.0000","0.00000","3.6011","0.1686","0.00000","1.5106","4.6110","2.7523","1.2723","0.05092","0.09528","0.4619","17.500","0.1942","1.44231","0.07273","0.1005","0.8824","0.08428","1.9424","0.2681","3.8462","0.1992","0.0000","0.35587","0.21834","0.000","0.25000","0.02329","0.06192","3.746","1.9231","4.1558","9.341","3.2854","7.4074","0.13316","0.08795","0.2532","0.00000","0.00000","0.1033","0.00000","0","8.880","3.089","4.633","0.00000","0.00000","0.00000","0.00000","1.15830","0.00000","0.00000","0","7.722"
"10","text10",10,31,15.5,"22.58","241.9","0.7748","0.1838","0.3053","0.0000","0.00000","0.0000","6.4516","0.13038","0.0000","0.3403","0.9259","0.0000","0.0000","0.1876","0.0000","0.0000","5.714","0.2751","0.0000","0.1779","0.4673","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.1133","0.0000","0.00000","0.0000","0.00000","0.4155","0.0000","0.00000","0.0000","0.2882","0.3058","0.0000","0.00000","0.00000","0.0000","2.500","0.0000","0.48077","0.00000","0.0000","0.2941","0.00000","0.2158","0.0000","0.9615","0.1992","0.0000","0.00000","0.00000","0.000","0.00000","0.00000","0.00000","0.227","0.3205","0.5195","0.000","0.2053","0.5291","0.00000","0.00000","0.0000","0.19048","0.00000","0.0000","0.00000","0","9.677","3.226","0.000","6.45161","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0","9.677"
"11","text11",11,814,29.0714285714286,"32.68","248.9","18.5050","11.3971","12.3664","0.0000","0.80183","0.0000","241.9355","3.12907","13.3956","6.9033","20.9877","1.8587","1.2598","3.0019","0.8043","2.7749","128.571","4.2641","1.1765","1.7794","2.8037","0.4274","0.0000","0.0000","0.5256","1.3699","0.3003","1.0193","0.2903","0.00000","0.0000","0.00000","10.9418","0.1686","0.32154","4.2296","14.9856","7.3394","8.1425","0.20367","0.85755","1.6166","62.083","4.6602","6.25000","0.72727","1.5075","4.4118","0.08428","3.5252","1.6086","11.5385","0.5976","0.6803","1.06762","0.76419","2.899","0.00000","0.09317","0.72993","7.491","3.5256","11.1688","8.242","3.9014","11.1111","0.26631","0.17590","0.7595","0.38095","1.35135","0.1033","0.00000","0","8.845","3.440","5.037","0.00000","0.00000","0.00000","0.00000","0.36855","0.00000","0.00000","0","8.477"
"12","text12",12,767,30.68,"30.77","258.9","18.0492","10.6618","13.1298","0.0000","0.11455","0.0000","277.4194","3.52021","9.3458","6.1254","20.3704","1.4870","2.6772","2.3765","0.5362","2.8777","128.571","6.3274","0.9412","1.9573","1.8692","0.4274","1.4493","0.0000","0.0000","1.2453","0.7508","0.7928","0.0000","0.00000","0.0000","0.00000","10.1108","0.3373","0.00000","3.0211","12.9683","5.8104","7.8880","0.25458","1.00048","0.6928","48.750","2.5243","4.80769","0.21818","1.1055","3.5294","0.04214","4.8921","1.8767","9.6154","0.0000","0.0000","0.00000","1.20087","5.797","0.00000","0.04659","0.87591","8.967","4.4872","10.6494","15.934","4.1068","11.6402","1.33156","0.61566","0.2532","0.57143","5.74324","0.0000","0.00000","0","7.562","3.259","4.042","0.00000","0.00000","0.00000","0.00000","0.26076","0.00000","0.00000","0","7.301"
"13","text13",13,1072,33.5,"35.45","245.8","23.4275","12.5000","16.4885","0.0000","0.91638","0.0000","341.9355","3.91134","8.7227","8.6048","21.6049","3.3457","3.9370","2.5016","0.2681","3.2888","170.476","7.0151","1.8824","3.5587","6.0748","0.0000","3.3816","0.0000","0.3942","2.2416","0.1502","0.9060","0.1451","0.00000","0.0000","0.00000","15.3740","1.0118","2.25080","5.7402","19.5965","14.3731","6.3613","0.20367","0.71463","1.8476","73.750","4.6602","7.69231","0.43636","1.3065","7.0588","0.42141","5.6835","2.2788","16.3462","0.1992","2.0408","0.54018","0.98253","7.246","0.25000","0.02329","0.43796","11.918","5.4487","16.3636","17.033","6.5708","19.0476","0.79893","0.26385","2.0253","0.47619","2.02703","0.6198","0.00000","0","10.075","2.985","6.716","0.00000","0.00000","0.00000","0.00000","0.37313","0.00000","0.00000","0","9.701"
"14","text14",14,321,40.125,"28.66","239.3","7.6117","3.0331","3.2061","0.0000","0.11455","0.0000","67.7419","0.39113","3.7383","3.1599","8.6420","0.7435","0.3150","1.3133","0.0000","0.8222","56.190","2.0633","1.1765","1.4235","0.9346","0.0000","0.4831","0.0000","0.0000","0.7472","0.0000","0.5663","0.0000","0.00000","0.0000","0.00000","2.7701","0.0000","0.32154","0.6042","3.7464","3.9755","1.0178","0.00000","0.09528","0.2309","24.583","0.7767","1.44231","0.29091","0.4020","1.7647","0.12642","1.8705","0.2681","3.8462","0.1992","0.0000","0.06752","0.43668","1.449","0.00000","0.00000","0.58394","3.405","1.9231","4.4156","5.495","2.2587","5.8201","0.13316","0.17590","2.0253","0.19048","0.67568","0.1033","0.00000","0","10.280","1.558","6.854","0.00000","0.00000","0.00000","0.62305","0.93458","0.00000","0.00000","0","9.346"
"15","text15",15,2057,28.1780821917808,"35.00","244.0","46.6727","23.5294","25.3435","0.0000","1.37457","0.3861","532.2581","6.51890","28.0374","16.5775","50.3086","5.5762","4.8819","7.0669","1.8767","4.9332","319.048","14.1678","4.9412","7.6512","13.5514","0.4274","2.8986","0.0000","0.3942","3.2379","2.9412","3.0578","0.0000","0.00000","0.0000","0.00000","24.0997","0.6745","0.64309","5.1360","35.1585","22.0183","15.0127","0.35642","1.81039","1.8476","141.667","6.6019","12.01923","0.87273","2.4121","7.0588","0.71639","12.2302","3.0831","20.1923","0.3984","2.7211","0.27009","3.27511","18.841","1.75000","0.13976","2.18978","24.177","12.1795","33.5065","32.418","17.8645","29.6296","1.33156","0.35180","7.8481","1.04762","3.37838","0.4132","0.00000","0","8.945","3.500","5.056","0.04861","0.24307","0.00000","0.00000","0.09723","0.00000","0.00000","0","8.848"
"16","text16",16,394,26.2666666666667,"25.89","242.1","8.9335","4.0441","4.5802","0.0000","0.57274","1.1583","93.5484","1.56454","4.3614","3.5489","10.1852","0.3717","2.5197","0.9381","0.0000","0.9250","60.952","1.5131","1.1765","0.5338","4.2056","0.0000","0.4831","0.0000","0.1314","0.6227","0.1634","0.4530","0.1451","0.00000","0.0000","0.00000","4.9861","0.0000","0.32154","0.3021","5.1873","1.8349","3.8168","0.00000","0.38113","0.4619","20.417","1.3592","2.40385","0.36364","0.9045","0.2941","0.08428","1.5133","0.4021","2.8846","0.1992","0.0000","0.00000","0.43668","1.449","0.75000","0.00000","0.14599","7.151","4.8077","9.6104","9.341","2.4641","2.1164","0.39947","0.26385","0.2532","0.09524","2.02703","0.1033","0.00000","0","9.645","3.807","3.299","0.76142","0.00000","0.00000","0.00000","0.76142","0.50761","0.00000","0","7.868"
"17","text17",17,324,24.9230769230769,"30.25","274.7","7.5661","4.3199","4.4275","0.0000","0.34364","0.0000","93.5484","1.43416","5.6075","2.3821","7.7160","1.8587","0.6299","1.0632","0.0000","1.0277","47.619","2.3384","1.4118","2.6690","1.8692","0.0000","0.4831","0.0000","0.2628","0.4981","0.3268","0.2265","0.0000","0.00000","0.0000","0.00000","4.7091","0.0000","0.64309","1.8127","5.7637","3.6697","2.5445","0.00000","0.19057","0.2309","31.250","1.7476","2.40385","0.14545","0.7035","4.7059","0.00000","1.9976","0.8043","2.8846","0.1992","0.6803","0.00000","0.21834","0.000","0.25000","0.00000","0.14599","4.881","2.8846","6.4935","6.593","2.6694","5.2910","0.13316","0.17590","0.7595","0.09524","1.35135","0.0000","0.00000","0","7.407","4.012","2.778","0.30864","0.00000","0.00000","0.00000","0.30864","0.00000","0.00000","0","7.099"
"18","text18",18,269,17.9333333333333,"26.39","274.7","6.0620","3.7684","4.8855","0.0000","0.00000","0.0000","100.0000","2.21643","2.8037","1.8474","8.0247","0.0000","1.1024","1.0006","0.0000","1.1305","41.905","0.8253","1.8824","1.6014","0.9346","0.0000","0.0000","0.0000","0.0000","0.3736","0.1634","0.5663","0.0000","0.00000","0.0000","0.00000","4.4321","0.1686","0.00000","0.9063","4.3228","2.7523","2.0356","0.00000","0.09528","0.4619","18.333","1.5534","1.92308","0.07273","0.5025","1.4706","0.08428","0.8475","0.8043","11.5385","0.1992","2.7211","0.40513","0.76419","4.348","0.25000","0.02329","0.29197","4.200","2.2436","5.1948","5.495","1.8480","4.2328","0.53262","0.00000","0.2532","0.28571","0.33784","0.2066","0.00000","0","8.550","5.204","2.974","0.00000","0.00000","0.00000","0.00000","0.37175","0.00000","0.00000","0","8.178"
"19","text19",19,512,42.6666666666667,"31.64","244.5","11.4403","5.4228","5.9542","0.0000","0.45819","0.3861","125.8065","1.43416","6.2305","3.6461","12.6543","0.7435","0.3150","2.1263","0.0000","1.6444","82.857","3.5763","0.7059","2.1352","4.2056","1.6949","0.4831","0.0000","0.0000","1.3699","0.1634","0.6795","0.0000","0.00000","0.0000","0.00000","5.9557","0.1686","0.64309","2.7190","6.6282","3.6697","2.5445","0.05092","0.19057","0.6928","40.833","3.3010","0.32507","0.21818","0.7035","2.0588","0.12642","2.9661","0.5362","6.7308","0.0000","2.0408","0.06752","0.98253","4.348","1.00000","0.04659","0.43796","6.810","2.2436","9.6104","10.989","2.8747","5.2910","0.93209","0.08795","0.5063","0.09524","1.01351","0.2066","0.00000","0","9.375","2.148","5.664","0.19531","0.00000","0.19531","0.00000","0.39062","0.39062","0.00000","0","8.984"
"20","text20",20,635,30.2380952380952,"31.34","232.0","13.3546","6.2500","8.3969","0.0000","0.91638","0.7722","174.1935","1.43416","4.0498","5.1531","14.5062","0.7435","2.3622","1.8762","0.2681","1.5416","98.095","4.8143","0.2353","1.0676","0.9346","0.0000","0.4831","0.0000","0.0000","0.8717","0.6536","1.2458","0.1451","0.00000","0.0000","0.00000","9.2798","0.1686","2.25080","3.3233","7.7810","4.8930","3.8168","0.00000","0.47642","0.9238","35.000","1.1650","0.24380","0.07273","0.3015","3.2353","0.08428","3.5714","0.4021","8.6538","0.3984","1.3605","0.00000","1.74672","5.797","1.50000","0.04659","0.58394","8.286","3.2051","12.7273","9.341","3.4908","6.8783","0.79893","0.45610","1.2658","0.09524","2.36486","0.2066","0.00000","0","14.646","2.992","8.819","1.10236","0.00000","0.00000","0.31496","0.78740","0.31496","0.00000","0","13.543"
"21","text21",21,433,48.1111111111111,"30.95","218.9","9.2069","4.1360","4.5802","0.0000","0.22910","0.0000","93.5484","1.04302","4.6729","3.4030","10.8025","0.7435","1.5748","1.3133","0.0000","1.2333","29.110","2.6135","0.2353","0.3559","0.9346","0.0000","1.4493","0.0000","0.1314","0.6227","0.0000","0.4530","0.1451","0.00000","0.0000","0.00000","4.1551","0.1686","1.28617","0.9063","2.5937","0.9174","1.0178","0.00000","0.09528","0.2309","23.333","1.3592","0.12190","0.07273","0.3015","1.4706","0.04214","1.5133","0.2681","8.6538","0.1992","0.6803","0.00000","0.87336","4.348","0.00000","0.00000","0.87591","6.243","3.2051","8.3117","10.440","2.6694","3.7037","0.26631","0.22805","1.7722","0.38095","1.01351","0.2066","0.00000","0","9.007","2.309","6.236","0.00000","0.00000","0.00000","0.00000","0.46189","0.00000","0.00000","0","8.545"
"22","text22",22,1599,34.0212765957447,"34.90","258.3","36.5998","19.7610","19.2366","0.0000","2.86369","0.0000","393.5484","4.43286","27.7259","11.0841","43.2099","11.1524","2.6772","6.1288","1.0724","5.5498","94.863","10.1788","5.4118","4.9822","10.2804","0.8475","4.3478","0.0000","1.9711","4.1096","1.6340","3.7373","0.2903","0.22002","0.0000","0.00000","17.8670","0.3373","1.28617","0.9063","25.3602","16.2080","8.6514","0.08450","0.90519","1.6166","137.500","9.5146","1.13775","1.45455","4.9246","9.4118","0.29499","7.2639","3.8874","20.1923","0.7968","2.0408","0.33761","1.96507","11.594","1.25000","0.09317","0.87591","19.977","8.6538","27.5325","28.022","14.1684","30.6878","0.93209","0.68415","3.2911","0.66667","3.04054","0.8264","0.00000","0","9.631","2.939","6.316","0.12508","0.00000","0.00000","0.00000","0.25016","0.00000","0.00000","0","9.381"
"23","text23",23,373,21.9411764705882,"30.03","262.7","8.3409","5.5147","6.4122","0.0000","0.34364","3.0888","106.4516","1.04302","5.6075","2.8196","11.7284","0.7435","0.4724","1.8762","0.8043","0.3083","22.603","2.2008","0.2353","1.2456","0.4673","0.0000","0.4831","1.1719","0.5256","0.9963","0.6536","0.5663","0.0000","0.00000","1.2289","0.00000","7.7562","0.5059","0.64309","0.6042","8.6455","4.2813","3.0534","0.00000","0.28585","0.9238","28.750","1.3592","0.36570","0.14545","0.5025","2.0588","0.08428","1.6949","0.1340","9.6154","0.1992","2.7211","0.13504","0.54585","2.899","0.50000","0.02329","0.29197","2.043","1.6026","2.4291","1.648","2.8747","6.8783","0.39947","0.45610","0.7595","0.00000","0.33784","0.0000","0.00000","0","12.064","4.290","6.434","0.00000","0.00000","0.00000","0.26810","0.26810","0.53619","0.00000","0","11.260"
"24","text24",24,956,20.3404255319149,"28.77","271.2","21.8323","13.4191","12.5191","0.0000","0.80183","0.3861","258.0645","4.17210","19.9377","6.1254","33.3333","3.1250","4.4094","4.8155","0.0000","3.2888","54.795","6.4649","1.8824","2.8470","5.1402","0.0000","2.8986","0.0000","0.3942","3.7360","0.8170","1.8120","0.0000","0.00000","0.0000","0.00000","13.8504","0.0000","0.00000","0.9063","15.2738","7.9511","5.8524","0.04225","0.28585","1.3857","96.667","8.5437","0.77204","1.38182","2.4121","5.2941","0.33713","3.6925","2.2788","21.1538","0.9960","4.0816","0.20257","0.76419","5.797","0.25000","0.02329","0.29197","11.124","5.1282","9.1093","21.978","8.4189","15.8730","0.66578","0.22805","1.7722","0.66667","1.68919","0.6198","0.00000","0","11.611","4.498","3.975","0.20921","0.00000","0.31381","0.00000","0.83682","0.83682","0.00000","0","9.310"
"25","text25",25,973,31.3870967741935,"33.40","203.3","18.0948","7.0772","9.3130","0.0000","0.22910","0.0000","183.8710","1.82529","4.9844","7.4866","21.9136","1.9531","2.2047","3.0644","0.0000","1.5416","50.342","5.9147","0.9412","1.6014","6.5421","0.8475","0.0000","0.0000","0.2628","1.2453","0.4902","1.8120","0.4354","0.22002","0.0000","0.00000","6.7867","0.0000","0.09950","0.0000","10.0865","7.3394","5.3435","0.04225","0.61934","0.9238","45.417","4.2718","0.36570","0.21818","0.2010","2.3529","0.33713","4.9031","0.5362","18.2692","2.1912","0.6803","0.00000","1.85590","13.043","1.00000","0.04659","0.29197","14.188","5.7692","17.0040","17.582","3.9014","10.5820","1.33156","0.34208","1.2658","0.57143","1.68919","0.0000","0.00000","0","20.658","4.214","11.614","0.71942","0.00000","0.00000","0.00000","1.95272","0.71942","0.00000","0","16.547"
"26","text26",26,105,26.25,"30.48","268.6","2.2789","1.1949","1.0687","0.0000","0.45819","0.0000","16.1290","0.26076","1.8692","0.7292","2.7778","0.1953","0.3150","0.5003","0.0000","0.1028","6.507","0.4127","0.0000","0.7117","0.0000","0.0000","0.0000","0.0000","0.2628","0.0000","0.0000","0.1133","0.2903","0.11001","0.0000","0.00000","2.2161","0.1686","0.14925","0.6042","2.0173","1.2232","1.2723","0.00000","0.04764","0.6928","5.417","0.1942","0.08127","0.07273","0.0000","0.2941","0.04214","0.4843","0.0000","0.9615","0.0000","0.0000","0.06752","0.32751","1.449","0.62305","0.00000","0.14599","1.589","0.6410","1.4170","3.846","1.2320","2.1164","0.39947","0.34208","0.0000","0.00000","1.01351","0.0000","0.00000","0","8.571","3.810","1.905","1.90476","0.00000","0.00000","0.00000","0.95238","0.00000","0.00000","0","7.619"
"27","text27",27,292,36.5,"33.56","243.2","6.1987","2.9412","3.3588","0.0000","0.45819","0.0000","2.7027","0.65189","3.1153","2.4793","8.0247","0.9766","0.6299","1.3759","0.2681","1.0277","15.068","2.0633","0.2353","1.2456","1.4019","0.0000","0.4831","0.0000","0.6570","0.7472","0.0000","0.6795","0.0000","0.00000","0.0000","0.00000","2.2161","0.0000","0.00000","0.0000","3.7464","2.4465","1.5267","0.00000","0.14293","0.0000","24.167","2.1359","0.20317","0.21818","0.8040","0.8824","0.25284","1.0291","0.8043","7.6923","0.3984","1.3605","0.00000","0.76419","2.899","0.00000","0.00000","0.72993","3.292","0.9615","1.8219","10.440","1.8480","4.7619","0.26631","0.11403","0.5063","0.00000","0.00000","0.0000","0.00000","0","13.699","2.740","8.562","0.68493","0.68493","0.00000","0.00000","0.34247","0.68493","0.00000","0","12.671"
"28","text28",28,727,29.08,"36.31","243.3","16.1349","7.1691","6.8702","0.0000","1.71821","0.3861","5.5283","1.43416","10.2804","5.2504","17.2840","1.5625","2.0472","2.4390","0.2681","2.2610","44.178","4.4017","0.7059","2.1352","4.6729","0.0000","1.4493","0.0000","0.5256","0.9963","0.4902","1.1325","0.0000","0.00000","0.0000","0.00000","8.1717","0.0000","0.04975","0.0000","13.2565","9.4801","4.8346","0.04225","0.61934","0.9238","56.250","2.7184","0.44697","0.21818","1.4070","3.5294","0.12642","3.8741","1.6086","15.3846","0.9960","2.0408","0.13504","1.52838","8.696","1.24611","0.06988","0.72993","8.627","5.1282","7.4899","14.286","6.1602","7.9365","0.93209","0.22805","1.2658","0.28571","2.02703","0.3099","0.00000","0","8.391","3.439","4.539","0.13755","0.00000","0.00000","0.00000","0.27510","0.00000","0.00000","0","8.116"
"29","text29",29,525,32.8125,"31.62","249.0","12.1696","6.1581","7.7863","0.0000","0.57274","0.0000","6.2654","2.60756","4.9844","3.8892","9.2593","0.9766","0.9449","1.1257","0.0000","1.1305","33.562","3.5763","0.4706","2.6690","1.8692","0.0000","1.4493","0.0000","0.1314","0.6227","0.1634","0.3398","0.0000","0.00000","0.0000","0.00000","7.4792","0.3373","0.04975","2.4169","10.9510","7.9511","3.5623","0.08450","0.38113","0.4619","35.833","2.3301","0.28444","0.14545","1.2060","2.0588","0.12642","2.9661","1.0724","7.6923","0.0000","2.0408","0.13504","0.65502","4.348","0.31153","0.04659","0.43796","5.789","1.2821","6.8826","7.692","2.6694","8.9947","0.53262","0.11403","2.0253","0.28571","1.35135","0.0000","0.00000","0","8.571","3.238","5.143","0.00000","0.00000","0.00000","0.00000","0.19048","0.00000","0.00000","0","8.381"
"30","text30",30,425,26.5625,"34.59","251.5","9.4348","10.0346","6.2595","0.0000","0.22910","0.0000","5.0369","3.38983","5.2960","2.1390","10.1852","0.7812","1.8898","1.1257","0.0000","0.8222","26.027","3.1637","0.0000","1.6014","2.3364","0.0000","0.9662","0.0000","0.6570","0.3736","0.1634","0.6795","0.0000","0.00000","0.0000","0.00000","7.7562","0.1686","0.14925","0.9063","7.2046","4.8930","2.7990","0.00000","0.33349","0.2309","28.750","2.7184","0.32507","0.14545","0.4020","1.7647","0.00000","2.3002","0.2681","7.6923","0.5563","1.3605","0.00000","0.54585","1.449","0.93458","0.02329","0.14599","5.221","1.6026","6.2753","8.242","3.0801","8.4656","0.13316","0.11403","0.7595","0.00000","1.35135","0.0000","0.00000","0","12.471","3.294","8.000","0.00000","0.00000","0.00000","0.47059","0.23529","0.00000","0.00000","0","12.235"
